interval,price,load_kw,pv_kw,购电量_kWh,充电量_kWh,放电量_kWh,光伏利用_kWh,弃光_kWh,时段初储电量_kWh,时段末储电量_kWh,购电费用_元
03:00-03:10,0.437400,3526.926100,0.000000,587.821017,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,257.112913
03:10-03:20,0.437100,3537.285400,0.000000,589.547567,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,257.691241
03:20-03:30,0.435600,3544.880800,0.000000,590.813467,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,257.358346
03:30-03:40,0.435300,3541.278700,0.000000,590.213117,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,256.919770
03:40-03:50,0.436000,3546.397600,0.000000,591.066267,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,257.704892
03:50-04:00,0.437800,3560.207000,0.000000,593.367833,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,259.776437
04:00-04:10,0.440100,3561.958100,0.000000,593.659683,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,261.269627
04:10-04:20,0.438900,3556.718300,0.000000,592.786383,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,260.173944
04:20-04:30,0.436400,3560.027200,0.000000,593.337867,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,258.932645
04:30-04:40,0.439300,3580.654000,0.599400,596.675767,0.000000,0.000000,0.099900,0.000000,10050.000000,10050.000000,262.119664
04:40-04:50,0.442200,3586.916000,0.234500,597.780250,0.000000,0.000000,0.039083,0.000000,10050.000000,10050.000000,264.338427
04:50-05:00,0.439500,3571.263500,0.288500,595.162500,0.000000,0.000000,0.048083,0.000000,10050.000000,10050.000000,261.573919
05:00-05:10,0.433300,3562.317100,18.678100,590.606500,0.000000,0.000000,3.113017,0.000000,10050.000000,10050.000000,255.909796
05:10-05:20,0.443900,3591.380900,54.469800,589.485183,0.000000,0.000000,9.078300,0.000000,10050.000000,10050.000000,261.672473
05:20-05:30,0.430100,3579.704500,108.971800,578.455450,0.000000,0.000000,18.161967,0.000000,10050.000000,10050.000000,248.793689
05:30-05:40,0.371300,3486.119000,184.160300,1383.659783,833.333333,0.000000,30.693383,0.000000,10050.000000,10800.000000,513.752878
05:40-05:50,0.570800,3823.899400,277.058200,591.140200,0.000000,0.000000,46.176367,0.000000,10800.000000,10800.000000,337.422826
05:50-06:00,0.909900,4398.072700,388.549400,0.000000,0.000000,668.253883,64.758233,0.000000,10800.000000,10057.495685,0.000000
06:00-06:10,0.936800,4454.012300,521.280300,0.000000,0.000000,655.455333,86.880050,0.000000,10057.495685,9329.211981,0.000000
06:10-06:20,0.875800,4371.791900,672.767700,0.000000,0.000000,616.504033,112.127950,0.000000,9329.211981,8644.207500,0.000000
06:20-06:30,0.875900,4392.953000,844.226100,0.000000,0.000000,591.454483,140.704350,0.000000,8644.207500,7987.035852,0.000000
06:30-06:40,0.860100,4384.595600,1039.674400,0.000000,0.000000,557.486867,173.279067,0.000000,7987.035852,7367.606000,0.000000
06:40-06:50,0.844200,4434.775700,1259.337500,0.000000,0.000000,529.239700,209.889583,0.000000,7367.606000,6779.561889,0.000000
06:50-07:00,0.833400,4523.456100,1508.631800,0.000000,0.000000,502.470717,251.438633,0.000000,6779.561889,6221.261093,0.000000
07:00-07:10,0.809200,4524.072100,1791.410700,0.000000,0.000000,455.443567,298.568450,0.000000,6221.261093,5715.212685,0.000000
07:10-07:20,0.797200,4545.886700,2085.486500,0.000000,0.000000,410.066700,347.581083,0.000000,5715.212685,5259.583019,0.000000
07:20-07:30,0.764400,4523.241800,2381.261100,0.000000,0.000000,356.996783,396.876850,0.000000,5259.583019,4862.919926,0.000000
07:30-07:40,0.689900,4383.356600,2683.175200,0.000000,0.000000,283.363567,447.195867,0.000000,4862.919926,4548.071519,0.000000
07:40-07:50,0.860000,4910.459900,2986.355200,0.000000,0.000000,320.684117,497.725867,0.000000,4548.071519,4191.755833,0.000000
07:50-08:00,1.161700,5799.732700,3289.204000,0.000000,0.000000,418.421450,548.200667,0.000000,4191.755833,3726.843111,0.000000
08:00-08:10,1.168300,5884.826000,3593.361300,0.000000,0.000000,381.910783,598.893550,0.000000,3726.843111,3302.497796,0.000000
08:10-08:20,1.095600,5748.071300,3890.733200,0.000000,0.000000,309.556350,648.455533,0.000000,3302.497796,2958.546296,0.000000
08:20-08:30,1.084900,5769.058100,4181.341700,0.000000,0.000000,264.619400,696.890283,0.000000,2958.546296,2664.524741,0.000000
08:30-08:40,1.061000,5754.210500,4471.765700,0.000000,0.000000,213.740800,745.294283,0.000000,2664.524741,2427.034963,0.000000
08:40-08:50,1.043000,5824.180700,4752.827200,0.000000,0.000000,178.558917,792.137867,0.000000,2427.034963,2228.636167,0.000000
08:50-09:00,1.036000,5954.260100,5021.907400,0.000000,0.000000,155.392117,836.984567,0.000000,2228.636167,2055.978259,0.000000
09:00-09:10,1.014700,5958.969600,5285.412600,0.000000,0.000000,112.259500,880.902100,0.000000,2055.978259,1931.245481,0.000000
09:10-09:20,0.992200,5929.555400,5543.174200,0.000000,0.000000,64.396867,923.862367,0.000000,1931.245481,1859.693407,0.000000
09:20-09:30,0.970000,5923.782800,5788.409300,0.000000,0.000000,22.562250,964.734883,0.000000,1859.693407,1834.624241,0.000000
09:30-09:40,0.942200,5907.586000,6012.130400,0.000000,17.424067,0.000000,1002.021733,0.000000,1834.624241,1850.305901,0.000000
09:40-09:50,0.956900,5899.126200,6216.152800,0.000000,52.837767,0.000000,1036.025467,0.000000,1850.305901,1897.859891,0.000000
09:50-10:00,0.997700,5902.219600,6409.594100,0.000000,84.562417,0.000000,1068.265683,0.000000,1897.859891,1973.966066,0.000000
10:00-10:10,0.991900,5897.479300,6599.380800,0.000000,116.983583,0.000000,1099.896800,0.000000,1973.966066,2079.251291,0.000000
10:10-10:20,0.958800,5886.756800,6766.720400,0.000000,146.660600,0.000000,1127.786733,0.000000,2079.251291,2211.245831,0.000000
10:20-10:30,0.954900,5873.470800,6914.592300,0.000000,173.520250,0.000000,1152.432050,0.000000,2211.245831,2367.414056,0.000000
10:30-10:40,0.983900,5858.030800,7064.205300,0.000000,201.029083,0.000000,1177.367550,0.000000,2367.414056,2548.340231,0.000000
10:40-10:50,0.799000,5844.994800,7197.431500,0.000000,225.406117,0.000000,1199.571917,0.000000,2548.340231,2751.205736,0.000000
10:50-11:00,0.502500,5839.058700,7303.114200,0.000000,244.009250,0.000000,1217.185700,0.000000,2751.205736,2970.814061,0.000000
11:00-11:10,0.466200,5838.710300,7387.684800,575.170917,833.333333,0.000000,1231.280800,0.000000,2970.814061,3720.814061,268.144681
11:10-11:20,0.500700,5823.437800,7459.227000,0.000000,272.631533,0.000000,1243.204500,0.000000,3720.814061,3966.182441,0.000000
11:20-11:30,0.482700,5814.793200,7520.719100,0.000000,284.320983,0.000000,1253.453183,0.000000,3966.182441,4222.071326,0.000000
11:30-11:40,0.478500,5832.395100,7568.203900,179.277171,468.578638,0.000000,1261.367317,0.000000,4222.071326,4643.792100,85.784127
11:40-11:50,0.466200,5712.901000,7592.153900,520.124517,833.333333,0.000000,1265.358983,0.000000,4643.792100,5393.792100,242.482050
11:50-12:00,0.443200,5519.460700,7601.043300,486.402900,833.333333,0.000000,1266.840550,0.000000,5393.792100,6143.792100,215.573765
12:00-12:10,0.441100,5494.790700,7612.316000,480.412450,833.333333,0.000000,1268.719333,0.000000,6143.792100,6893.792100,211.909932
12:10-12:20,0.455100,5514.452400,7602.652400,485.300000,833.333333,0.000000,1267.108733,0.000000,6893.792100,7643.792100,220.860030
12:20-12:30,0.446300,5485.829000,7554.187200,488.606967,833.333333,0.000000,1259.031200,0.000000,7643.792100,8393.792100,218.065289
12:30-12:40,0.411300,5462.362800,7472.738400,498.270733,833.333333,0.000000,1245.456400,0.000000,8393.792100,9143.792100,204.938753
12:40-12:50,0.568200,5566.106600,7393.417200,0.000000,304.551767,0.000000,1232.236200,0.000000,9143.792100,9417.888690,0.000000
12:50-13:00,0.827900,5725.754800,7312.797900,0.000000,264.507183,0.000000,1218.799650,0.000000,9417.888690,9655.945155,0.000000
13:00-13:10,0.863600,5739.495700,7194.541000,0.000000,242.507550,0.000000,1199.090167,0.000000,9655.945155,9874.201950,0.000000
13:10-13:20,0.841600,5714.683600,7053.137100,0.000000,223.075583,0.000000,1175.522850,0.000000,9874.201950,10074.969975,0.000000
13:20-13:30,0.861800,5717.850500,6910.406400,0.000000,198.759317,0.000000,1151.734400,0.000000,10074.969975,10253.853360,0.000000
13:30-13:40,0.862300,5708.248600,6772.407500,0.000000,177.359817,0.000000,1128.734583,0.000000,10253.853360,10413.477195,0.000000
13:40-13:50,0.902600,5696.918200,6607.360000,0.000000,151.740300,0.000000,1101.226667,0.000000,10413.477195,10550.043465,0.000000
13:50-14:00,0.975400,5692.298300,6412.508500,0.000000,120.035033,0.000000,1068.751417,0.000000,10550.043465,10658.074995,0.000000
14:00-14:10,1.000200,5687.129100,6214.015800,0.000000,87.814450,0.000000,1035.669300,0.000000,10658.074995,10737.108000,0.000000
14:10-14:20,0.997800,5678.962000,6000.711200,0.000000,53.624867,0.000000,1000.118533,0.000000,10737.108000,10785.370380,0.000000
14:20-14:30,1.027100,5669.450800,5766.981600,0.000000,16.255133,0.000000,961.163600,0.000000,10785.370380,10800.000000,0.000000
14:30-14:40,1.090600,5664.194800,5521.506600,0.000000,0.000000,23.781367,920.251100,0.000000,10800.000000,10773.576259,0.000000
14:40-14:50,0.937600,5672.701100,5268.781000,0.000000,0.000000,67.320017,878.130167,0.000000,10773.576259,10698.776241,0.000000
14:50-15:00,0.669400,5682.254400,5009.715200,112.089867,0.000000,0.000000,834.952533,0.000000,10698.776241,10698.776241,75.032957
15:00-15:10,0.660000,5669.019500,4743.448400,266.732694,112.470844,0.000000,790.574733,0.000000,10698.776241,10800.000000,176.043578
15:10-15:20,0.721700,5656.365100,4471.224000,197.523517,0.000000,0.000000,745.204000,0.000000,10800.000000,10800.000000,142.552722
15:20-15:30,0.730800,5657.086700,4188.202500,244.814033,0.000000,0.000000,698.033750,0.000000,10800.000000,10800.000000,178.910096
15:30-15:40,0.753400,5662.600800,3889.393100,295.534617,0.000000,0.000000,648.232183,0.000000,10800.000000,10800.000000,222.655780
15:40-15:50,0.782300,5669.259600,3594.594600,345.777500,0.000000,0.000000,599.099100,0.000000,10800.000000,10800.000000,270.501738
15:50-16:00,0.805500,5673.476700,3303.887800,394.931483,0.000000,0.000000,550.647967,0.000000,10800.000000,10800.000000,318.117310
16:00-16:10,0.827100,5671.014600,2998.424700,445.431650,0.000000,0.000000,499.737450,0.000000,10800.000000,10800.000000,368.416518
16:10-16:20,0.851900,5661.592600,2687.413100,495.696583,0.000000,0.000000,447.902183,0.000000,10800.000000,10800.000000,422.283919
16:20-16:30,0.879100,5665.892200,2383.177900,547.119050,0.000000,0.000000,397.196317,0.000000,10800.000000,10800.000000,480.972357
16:30-16:40,0.902400,5689.037200,2089.124600,599.985433,0.000000,0.000000,348.187433,0.000000,10800.000000,10800.000000,541.426855
16:40-16:50,0.916300,5603.661400,1791.082900,635.429750,0.000000,0.000000,298.513817,0.000000,10800.000000,10800.000000,582.244280
16:50-17:00,0.926400,5466.712400,1501.728300,660.830683,0.000000,0.000000,250.288050,0.000000,10800.000000,10800.000000,612.193545
17:00-17:10,0.946200,5467.393900,1255.172300,702.036933,0.000000,0.000000,209.195383,0.000000,10800.000000,10800.000000,664.267346
17:10-17:20,0.974200,5464.727000,1036.332300,738.065783,0.000000,0.000000,172.722050,0.000000,10800.000000,10800.000000,719.023686
17:20-17:30,0.986200,5492.445800,836.777500,775.944717,0.000000,0.000000,139.462917,0.000000,10800.000000,10800.000000,765.236680
17:30-17:40,0.976000,5621.730800,665.231300,826.083250,0.000000,0.000000,110.871883,0.000000,10800.000000,10800.000000,806.257252
17:40-17:50,1.074200,5091.212600,516.675800,762.422800,0.000000,0.000000,86.112633,0.000000,10800.000000,10800.000000,818.994572
17:50-18:00,1.231300,4208.568800,386.673100,636.982617,0.000000,0.000000,64.445517,0.000000,10800.000000,10800.000000,784.316696
18:00-18:10,1.256100,4122.761100,275.793300,531.894050,0.000000,109.267250,45.965550,0.000000,10800.000000,10678.591944,668.112116
18:10-18:20,1.244700,4255.935800,182.952600,678.830533,0.000000,0.000000,30.492100,0.000000,10678.591944,10678.591944,844.940365
18:20-18:30,1.254500,4225.952400,108.341400,686.268500,0.000000,0.000000,18.056900,0.000000,10678.591944,10678.591944,860.923833
18:30-18:40,1.252200,4233.338400,54.312100,696.504383,0.000000,0.000000,9.052017,0.000000,10678.591944,10678.591944,872.162789
18:40-18:50,1.288100,4246.462500,18.656900,0.000000,0.000000,704.634267,3.109483,0.000000,10678.591944,9895.664981,0.000000
18:50-19:00,1.346600,4239.179500,0.275300,0.000000,0.000000,706.484033,0.045883,0.000000,9895.664981,9110.682722,0.000000
19:00-19:10,1.352300,4244.668400,0.229600,0.000000,0.000000,707.406467,0.038267,0.000000,9110.682722,8324.675537,0.000000
19:10-19:20,1.344500,4251.918700,0.600700,0.000000,0.000000,708.553000,0.100117,0.000000,8324.675537,7537.394426,0.000000
19:20-19:30,1.348300,4256.681300,0.000000,0.000000,0.000000,709.446883,0.000000,0.000000,7537.394426,6749.120111,0.000000
19:30-19:40,1.349000,4267.394700,0.000000,0.000000,0.000000,711.232450,0.000000,0.000000,6749.120111,5958.861833,0.000000
19:40-19:50,1.347300,4269.975000,0.000000,0.000000,0.000000,711.662500,0.000000,0.000000,5958.861833,5168.125722,0.000000
19:50-20:00,1.348200,4268.670200,0.000000,0.000000,0.000000,711.445033,0.000000,0.000000,5168.125722,4377.631241,0.000000
20:00-20:10,1.351300,4282.224500,0.000000,0.000000,0.000000,713.704083,0.000000,0.000000,4377.631241,3584.626704,0.000000
20:10-20:20,1.340000,4291.704900,0.000000,0.000000,0.000000,715.284150,0.000000,0.000000,3584.626704,2789.866537,0.000000
20:20-20:30,1.348900,4291.361100,0.000000,0.000000,0.000000,715.226850,0.000000,0.000000,2789.866537,1995.170037,0.000000
20:30-20:40,1.395200,4293.918200,0.000000,0.000000,0.000000,715.653033,0.000000,0.000000,1995.170037,1200.000000,0.000000
20:40-20:50,1.222600,4295.213500,0.000000,715.868917,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,875.221338
20:50-21:00,0.933200,4302.030700,0.000000,717.005117,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,669.109175
21:00-21:10,0.906800,4320.961800,0.000000,720.160300,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,653.041360
21:10-21:20,0.937100,4302.329200,0.000000,717.054867,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,671.952116
21:20-21:30,0.937100,4322.675800,0.000000,720.445967,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,675.129915
21:30-21:40,0.987100,4428.808300,0.000000,738.134717,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,728.612779
21:40-21:50,0.776400,4030.161400,0.000000,671.693567,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,521.502885
21:50-22:00,0.420900,3362.741900,0.000000,1393.790317,833.333333,0.000000,0.000000,0.000000,1200.000000,1950.000000,586.646344
22:00-22:10,0.385900,3309.393400,0.000000,1384.898900,833.333333,0.000000,0.000000,0.000000,1950.000000,2700.000000,534.432486
22:10-22:20,0.436800,3412.956300,0.000000,568.826050,0.000000,0.000000,0.000000,0.000000,2700.000000,2700.000000,248.463219
22:20-22:30,0.419800,3381.931300,0.000000,1396.988550,833.333333,0.000000,0.000000,0.000000,2700.000000,3450.000000,586.455793
22:30-22:40,0.418600,3386.559200,0.000000,1397.759867,833.333333,0.000000,0.000000,0.000000,3450.000000,4200.000000,585.102280
22:40-22:50,0.424100,3400.484600,0.000000,566.747433,0.000000,0.000000,0.000000,0.000000,4200.000000,4200.000000,240.357586
22:50-23:00,0.423700,3399.242600,0.000000,1399.873767,833.333333,0.000000,0.000000,0.000000,4200.000000,4950.000000,593.126515
23:00-23:10,0.424800,3406.980900,0.000000,567.830150,0.000000,0.000000,0.000000,0.000000,4950.000000,4950.000000,241.214248
23:10-23:20,0.424000,3416.151800,0.000000,902.691967,333.333333,0.000000,0.000000,0.000000,4950.000000,5250.000000,382.741394
23:20-23:30,0.422000,3421.981100,0.000000,1403.663517,833.333333,0.000000,0.000000,0.000000,5250.000000,6000.000000,592.346004
23:30-23:40,0.424000,3429.692300,0.000000,571.615383,0.000000,0.000000,0.000000,0.000000,6000.000000,6000.000000,242.364923
23:40-23:50,0.427100,3439.061000,0.000000,573.176833,0.000000,0.000000,0.000000,0.000000,6000.000000,6000.000000,244.803826
23:50-24:00,0.427600,3444.725900,0.000000,574.120983,0.000000,0.000000,0.000000,0.000000,6000.000000,6000.000000,245.494132
